"key","en","de","fr","ar","es","it"
"Sending…","Sending…","Wird gesendet…","Envoi en cours…","جارٍ الإرسال…","Enviando…","Invio in corso…"
"Sent to {{value0}} eligible drivers.","Sent to {{value0}} eligible drivers.","Gesendet an berechtigte Fahrer mit dem Kennzeichen {{value0}}.","Envoyé aux conducteurs éligibles à {{value0}}.","تم إرسالها إلى السائقين المؤهلين {{value0}}.","Enviado a los conductores elegibles de {{value0}}.","Inviata a {{value0}} autisti idonei."
"Series / Variant (manual)","Series / Variant (manual)","Serie / Variante (manuell)","Série / Variante (manuel)","سلسلة / نسخة (يدوية)","Serie / Variante (manual)","Serie / Variante (manuale)"
"Series:","Series:","Serie:","Série:","مسلسل:","Serie:","Serie:"
"Service","Service","Dienstleistung","Prestation","الخدمة","Servicio","Servizio"
"Services","Services","Dienstleistungen","Services","الخدمات","Servicios","Servizi"
"Set on first successful top-up","Set on first successful top-up","Bei erfolgreicher erster Aufladung eingestellt","Réglé sur le premier rechargement réussi","تم ضبطه على أول عملية شحن ناجحة","Configurado para la primera recarga exitosa","Impostato alla prima ricarica riuscita"
"Set the Google Maps API key to display delivery tracking.","Set the Google Maps API key to display delivery tracking.","Stellen Sie den Schlüssel Google Maps API ein, um die Sendungsverfolgung anzuzeigen.","Configurez la touche Google Maps API pour afficher le suivi de livraison.","قم بتعيين المفتاح Google Maps API لعرض تتبع التسليم.","Configure la tecla Google Maps API para visualizar el seguimiento de la entrega.","Imposta la chiave API di Google Maps per visualizzare il tracciamento della consegna."
"Set the Google Maps API key to display live tracking.","Set the Google Maps API key to display live tracking.","Stellen Sie die Taste Google Maps API ein, um Live-Tracking anzuzeigen.","Réglez la touche Google Maps API pour afficher le suivi en direct.","قم بتعيين المفتاح Google Maps API لعرض التتبع المباشر.","Configure la tecla Google Maps API para mostrar el seguimiento en tiempo real.","Imposta la chiave API di Google Maps per visualizzare il tracciamento in tempo reale."
"Settings","Settings","Einstellungen","Paramètres","الإعدادات","Configuración","Impostazioni"
"Shipment Photos","Shipment Photos","Versandfotos","Photos de l'expédition","صور الشحنة","Fotos del envío","Foto della spedizione"
"Shipment Size","Shipment Size","Versandgröße","Taille de l'envoi","حجم الشحنة","Tamaño del envío","Dimensione della spedizione"
"Shipment size:","Shipment size:","Sendungsgröße:","Taille de l'envoi :","حجم الشحنة:","Tamaño del envío:","Dimensione della spedizione:"
"Sign in","Sign in","Anmelden","Se connecter","تسجيل الدخول","Iniciar sesión","Accedi"
"Sign in to continue your ride requests","Sign in to continue your ride requests","Melden Sie sich an, um Ihre Transportanfragen fortzusetzen","Connectez-vous pour continuer vos demandes de transport","سجّل الدخول لمتابعة طلبات النقل الخاصة بك","Inicia sesión para continuar tus solicitudes de transporte","Accedi per continuare con le tue richieste di trasporto"
"Simple Page","Simple Page","Einfache Seite","Page simple","صفحة بسيطة","Página simple","Pagina semplice"
"Six digit verification code","Six digit verification code","Sechsstelliger Bestätigungscode","Code de vérification à six chiffres","رمز تحقق من ستة أرقام","Código de verificación de seis dígitos","Codice di verifica a sei cifre"
"Size","Size","Größe","Taille","مقاس","Tamaño","Dimensione"
"Skip","Skip","Überspringen","Passer","تخطي","Saltar","Salta"
"Skip verification","Skip verification","Verifizierung überspringen","Passer la vérification","تخطي التحقق","Omitir verificación","Salta verifica"
"Socket Debug","Socket Debug","Socket-Debug","Diagnostic socket","تشخيص الاتصال","Depuración de socket","Diagnostica socket"
"Socket connect error.","Socket connect error.","Socket-Verbindungsfehler.","Erreur de connexion au socket.","خطأ في اتصال المقبس.","Error de conexión del socket.","Errore di connessione socket."
"Socket connection error.","Socket connection error.","Socket-Verbindungsfehler.","Erreur de connexion au socket.","خطأ في اتصال المقبس.","Error de conexión del socket.","Errore di connessione socket."
"Socket connection timeout.","Socket connection timeout.","Zeitüberschreitung der Socket-Verbindung.","Expiration du délai de connexion au socket.","انتهت مهلة اتصال المقبس.","Tiempo de espera agotado para la conexión de socket.","Timeout della connessione socket."
"Socket disconnected. Waiting to reconnect...","Socket disconnected. Waiting to reconnect...","Verbindung getrennt. Warte auf erneute Verbindung...","Prise déconnectée. En attente de reconnexion...","تم فصل المقبس. جارٍ انتظار إعادة الاتصال...","Enchufe desconectado. Esperando a que se vuelva a conectar...","Socket disconnesso. In attesa della riconnessione..."
"Socket error.","Socket error.","Socket-Fehler.","Erreur de socket.","خطأ في الاتصال.","Error de socket.","Errore socket."
"Socket is not connected. Call connectSocket first.","Socket is not connected. Call connectSocket first.","Steckdose ist nicht angeschlossen. Rufen Sie zuerst connectSocket auf.","La prise n'est pas connectée. Appelez d'abord connectSocket.","المقبس غير متصل. اتصل بـ ConnectSocket أولاً.","El socket no está conectado. Primero llame a connectSocket.","Il socket non è connesso. Chiama prima connectSocket."
"Spanish","Spanish","Spanisch","Espagnol","الأسبانية","Español","Spagnolo"
"Special Handling","Special Handling","Sonderbehandlung","Manutention spéciale","معالجة خاصة","Manejo especial","Movimentazione speciale"
"Special Instructions","Special Instructions","Besondere Anweisungen","Instructions spéciales","تعليمات خاصة","Instrucciones especiales","Istruzioni speciali"
"Special case or accident","Special case or accident","Sonderfall oder Unfall","Cas particulier ou accident","حالة خاصة أو حادث","Caso especial o accidente","Caso speciale o incidente"
"Special instructions (optional)","Special instructions (optional)","Besondere Anweisungen (optional)","Instructions particulières (facultatives)","تعليمات خاصة (اختيارية)","Instrucciones especiales (opcional)","Istruzioni speciali (facoltative)"
"Special instructions:","Special instructions:","Besondere Anweisungen:","Instructions particulières :","تعليمات خاصة:","Instrucciones especiales:","Istruzioni speciali:"
"Special wrapping:","Special wrapping:","Spezialverpackung:","Emballage spécial :","تغليف خاص:","Envoltorio especial:","Imballaggio speciale:"
"Sport bike","Sport bike","Sportmotorrad","moto sportive","دراجة رياضية","Moto deportiva","Moto sportiva"
"Start the conversation once your driver is ready.","Start the conversation once your driver is ready.","Beginnen Sie das Gespräch, sobald Ihr Fahrer bereit ist.","Entamez la conversation une fois que votre chauffeur est prêt.","ابدأ المحادثة بمجرد أن يكون سائقك جاهزًا.","Inicia la conversación cuando tu conductor esté listo.","Inizia la conversazione quando il tuo autista è pronto."
"Start typing and tap a suggestion to pin the dropoff location.","Start typing and tap a suggestion to pin the dropoff location.","Beginnen Sie mit der Eingabe und tippen Sie auf einen Vorschlag, um den Ablageort festzulegen.","Commencez à saisir du texte et appuyez sur une suggestion pour épingler le lieu de dépôt.","ابدأ الكتابة وانقر على أحد الاقتراحات لتحديد موقع التسليم.","Empieza a escribir y toca una sugerencia para marcar la ubicación de entrega.","Inizia a digitare e tocca un suggerimento per impostare il luogo di consegna."
"Start typing and tap a suggestion to pin the pickup location.","Start typing and tap a suggestion to pin the pickup location.","Beginnen Sie mit der Eingabe und tippen Sie auf einen Vorschlag, um den Abholort festzulegen.","Commencez à saisir du texte et appuyez sur une suggestion pour épingler le lieu de prise en charge.","ابدأ الكتابة وانقر على أحد الاقتراحات لتحديد موقع الاستلام.","Empieza a escribir y toca una sugerencia para marcar el lugar de recogida.","Inizia a digitare e tocca un suggerimento per impostare il luogo di ritiro."
"Status:","Status:","Status:","Statut:","حالة:","Estado:","Stato:"
"Stripe is not configured correctly. Set a real EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY in the client app and a matching STRIPE_SECRET_KEY in the backend.","Stripe is not configured correctly. Set a real EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY in the client app and a matching STRIPE_SECRET_KEY in the backend.","Stripe ist nicht korrekt konfiguriert. Legen Sie in der Client-Anwendung einen gültigen EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY-Wert und im Backend einen entsprechenden STRIPE_SECRET_KEY-Wert fest.","Stripe n'est pas correctement configuré. Veuillez définir un EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY valide dans l'application cliente et un STRIPE_SECRET_KEY correspondant dans le système dorsal.","لم يتم تكوين Stripe بشكل صحيح. قم بتعيين EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY حقيقي في تطبيق العميل وSTRIPE_SECRET_KEY مطابق له في الواجهة الخلفية.","Stripe no está configurado correctamente. Configure un valor real de EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY en la aplicación cliente y un valor equivalente de STRIPE_SECRET_KEY en el servidor.","Stripe non è configurato correttamente. Imposta una EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY valida nell'app client e una STRIPE_SECRET_KEY corrispondente nel backend."
"Stripe is not configured. Set EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY to a real pk_test_ or pk_live_ key.","Stripe is not configured. Set EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY to a real pk_test_ or pk_live_ key.","Stripe ist nicht konfiguriert. Weisen Sie EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY einen gültigen Schlüssel vom Typ pk_test_ oder pk_live_ zu.","Stripe n'est pas configuré. Attribuez à EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY une touche pk_test_ ou pk_live_ valide.","لم يتم تكوين Stripe. قم بتعيين EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY إلى مفتاح حقيقي pk_test_ أو pk_live_.","Stripe no está configurado. Asigne a EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY una clave real pk_test_ o pk_live_.","Stripe non è configurato. Imposta EXPO_PUBLIC_STRIPE_PUBLISHABLE_KEY con una chiave pk_test_ o pk_live_ valida."
